x,y,source,title
-33.824383,-35.44473,App.ViralNewsChart.com,"Report: BMW, McLaren working on a joint supercar"
-18.801788,14.522868,Marquette Mining Journal,Four injured in four-car pile-up
15.68749,-23.124277,Washingtonian.com,"The 5 Keys to Raising Motivated, Positive, Capable Kids"
-36.13571,4.6859055,Quad-Cities Online,Everett Pinnick Jr.
-12.571055,-20.85541,Winston-Salem Journal,East maintains top spot
16.243658,-7.253779,N4G.com,CS:GO About To Take The Crown As The Most Popular Game On Steam
-9.846799,-3.9301999,Richmond and Twickenham Times,Celebs became brokers for the day as part of the annual BGC Charity fundraiser
-21.43901,21.99991,NBC New York,Video Appears to Show Texas Deputies Shoot Man With Hands Up
20.245672,-35.66555,NigerianHerald.com,"Kim Kardashian: Accused of ""Attacking"" Pope Francis By Argentine Press"
-12.868855,-29.890713,Yahoo! News Australia,Aguero penalty gives Man City 2-1 ECL win
-25.691977,17.805792,BBC,Hold-ups as A55 shut near Broughton
-32.78726,23.68272,AOL UK,Firefighters rescue people trapped in fire at flats
19.225405,2.5628152,Business Review Albany,"Apple unveils large-screen iPad Pro, new iPhones (Video)"
-5.7336755,-30.831347,MyInforms,"Lionel Messi, Sergio Aguero & Kobe Bryant sizzle in FIFA 16 commercial"
-3.6220624,-0.64355594,New Indian Express,Sisters Meet Watery Grave
24.581436,25.130491,New Delhi News.Net,China parade marks Japans WWII defeat
-29.370796,-14.350198,Register-Guard,"Zack Greinke, Dodgers denied NL West crown for at least a day with 12-inning loss to Giants"
-13.855689,-35.246243,Champlin-Dayton Press,Osseo boy kickers pick up conference wins
-27.491972,-1.769352,Mail Online UK,David Letterman sports Santa beard on walk with his 11-year-old son Henry in New York City
2.7516077,-1.8698543,Journal of Heterocyclic Chemistry,Palladium-catalyzed Synthesis of Novel O-Heterocycles by Domino Suzuki Coupling-Michael Addition Reaction
7.4942656,5.5480123,Advocate Tribune,Baylor Bears Amazing Catches
9.742971,13.627553,App.ViralNewsChart.com,We just got more evidence that Obamacare is working exactly as intended
-12.92776,-32.873615,Star Ledger,Gill St. Bernard's (1) at Monroe (2) - Boys Soccer
19.390247,-18.310608,Yahoo! Xtra Business,US stock index futures mixed as Street braces for Fed CNBC 58 mins ago
2.8158607,-3.5028517,TweakTown,Qualcomm's next-gen Quick Charge 3.0 goes from 0% to 80% in 35 minutes
-3.3041298,-21.138512,App.ViralNewsChart.com,Hayden suffers broken thumb ahead of Aragon race
-1.8197083,40.11585,NewsR.in,"Bihar mid-day meal fiasco: Unable to get kitchen running, headmaster gets food packed from another school"
-21.581318,16.706587,Canterbury Times,Biker killed after crash with car on A2
-9.211887,8.398451,Reuters UK,INOX Leisure Ltd announces Takeover of operations of Multiplex Cinema Theatre
1.4061042,-21.372234,Time,Watch a Bunch of Puppies Test Out the Latest Star Wars Toy
-2.250696,3.6019208,Africayaa.com,7 Lingerie-N’udes of Brazil’s hottest model – Lais Ribeiro [see Photos]
19.390244,-18.310606,Yahoo! Xtra Business,Europe pares losses as Glencore soars 17% CNBC 49 mins ago
28.196966,-15.061996,Arabian Money,Time to take some money off the table says hedge fund giant David Tepper
-17.931194,-5.3906717,Latest Nigerian News.com,Why future full of eerie orbs
14.118177,6.417124,Yahoo! News Australia,"Aust, US exchange details in tax crackdown (AAP)"
-17.153082,12.216947,Pottstown Mercury,PennDOT announces lane restrictions for Route 100 pavement marker replacement
28.74026,-15.24942,Marketplace,"Stocks Down But Steady; Avolon Holdings, SkyWest Rocket"
-11.309585,9.155921,Roscommon Herald,"Brave rowers finish 1,000-mile trek around coast of Ireland today"
3.72563,-12.804134,FoxBangor.com,Former 'Hills' star Stephanie Pratt suffers serious spider bite
8.916516,24.806215,Prince George Citizen,Russia's defence ministry: Russian jets are bombing Islamic State positions in Syria
15.720542,-4.8412695,Pettinga Financial Advisors,Mobile Payment Transactions to Reach 106 Bn by 2020: Future Market Insights
-3.6424997,40.177673,Mountain Mail,5 easy fall home updates
-25.555258,17.896135,Radio 2ST,Cow wreaks havoc on Hume Highway
-28.111868,-3.9574704,BBC,Crowds out for Paris 'car-free' day
23.732803,0.24767792,Individual.com,Haitong International Securities H1 profit increases
-35.58538,4.853958,Springville Journal,Obituary: Harry Grabenstatter
25.230244,4.494084,Bursa MarketPlace,Malayan United Industries Berhad Announces Change of Fiscal Year
-9.395792,-16.164587,Canton Repository,Amanda Seyfried Joins Twin Peaks Revival
-13.492441,-27.33965,MyInforms,Jermaine McGillvary double helps Huddersfield sink Castleford
11.399945,8.847303,Hawick News,Labour slams ministers as GP care consultation launched
-11.384906,5.443893,Big News Network,"For cyclist, 100-mile roll no sweat"
3.2438672,-4.500113,TheTurkeyNews.Net,ABRA Auto Body  Glass buys all six Lehmans Garage locations
-14.263049,-36.086655,Kentucky.com,Wards throws 3 TDs to rally Houston past Louisville 34-31
-29.5707,20.750444,Hindustan Times,"9/12/2015: Indore: Class 12 girl kills self in Barwani, reason yet to be ascertained"
-41.861332,-17.379278,NewsR.in,Attaining full human rights shared goal of humanity: Xi
-22.516861,-0.3711347,Minneapolis Star Tribune,Magnitude-6.6 underwater earthquake hits eastern Indonesia
16.473001,-3.7635002,Big News Network,Cell phone retailers lose out to online players
24.573172,5.507315,Health Industry Insights,Worldwide Ethernet Switch and Router 2Q15 Market Share Update
-8.909072,3.549036,New York Times,"New York’s Southern Tier, Once a Home for Big Business, Is Struggling"
-8.679973,-3.47624,Ledbury Reporter,History talk at Dudley archives will examine the reputation of Richard III
17.431625,12.737912,WTOL-TV,Media Advisory: NJIT to Break Ground on Life Sciences and Engineering Building
1.3364319,-4.765564,DangoteNews.com,BK Hacken star man Nasiru Mohammed wishes Black Stars well against Rwanda
-16.316868,3.2576756,KGET,New peace mission announced to Burkina Faso
11.427681,6.8824964,Trade Union Congress of the Philippines,"Basta Job Fair, September – November 2015"
-29.69873,21.507118,Mississauga News,Three teens sought in Toronto stabbings
16.363434,-25.361187,RSC,Stuck in the sludge
-4.813621,-13.954327,MyInforms,Kenan Thompson tells Seth Meyers about weird advice Bill Cosby gave him
9.374645,10.350262,Uncova,"Nigerian Army Approves Promotion of 5,000 Soldiers Fighting Against Boko Haram"
8.372728,-51.663494,Oil City Derrick,Bobby Brown gives 1st interview since Bobbi Kristina's death
-26.830181,6.9806447,Tech Investor News,"Toyota Files For A Patent That Could Let Priuses Plummet Out Of The Sky (Jason Torchinsky on Jalopnik, shared by Chris Mills to Gizmodo/Gizmodo)"
-16.813108,23.04538,Latest Nigerian News.com,Charities 'sold 87-year-old's details
-18.862234,2.067886,Huffington Post,This 20-Year-Old Has Taken A Selfie Every Day For The Last 8 Years
-19.787647,13.423635,CaptivaSanibel.com,Motorists urged to avoid Luckett Road
-8.108349,-32.504528,Northern Territory Government,England survive tough Fiji test to win World Cup opener
-17.353313,-22.816275,Bellingham Herald,"Jets' Cromartie limited, status for Colts game uncertain"
15.134205,18.303501,San Luis Obispo.com,"Former Sinopec boss expelled from party, faces indictment"
-14.018557,14.275058,Orlando Business Journal,"Apartments near Universal, SeaWorld, more yield $131.7M"
41.314407,-11.551793,RCL Advisors,"Consistent Government Support Drives Ground Mount PV Utility Market in North America to Cross US$19,000 Mn by 2022"
3.854762,12.986138,Caribbean News.Net,Guatemala goes to polls amid leadership furor
0.17589486,-43.447105,Journal-News,Epic photobomb: Beluga whale steals show during briefing
-17.100143,-5.713765,Belta,Deinego hails progress in humanitarian talks
-22.575865,-1.6404498,Topix,Amtrak train hits tractor-trailer in Virginia; none hurt
-11.35398,-9.130806,The Palm Beach Post,AC/DC
-13.470912,-17.95652,Herald Sun,Amy Schumer Photobombs the Cast of Game of Thrones
-3.4990444,2.138479,Gladstone Observer,I fought the python and the python won
17.587103,-5.098141,Arirang,"S.Korea presumes China sent 500,000 tons of crude oil to N.Korea this year"
3.6312401,25.804777,IOL,Migrant found dead in lorry
-10.973283,3.1696157,DIRTBIKE RIDER,Int Vets MX des Nations
-25.754658,24.647285,Pulse 24,Three people injured in shooting at Etobicoke public housing complex
-15.502527,-5.7885785,AM 800 KCIX,Cowboys Romo Out With Broken Collarbone
34.732513,-2.0428414,American Banking News - Forex,"Safety First Trust Series 2009-2 Director Renaud Hinse Acquires 100,000 Shares (ABI)"
-36.395584,3.578972,Crookston Daily Times,Obituary: Father Frances 'Frank' Kulhawik
-37.020718,-17.833271,Crawley Town Football Club,Reds Go Ape!
31.186787,-35.8211,SearchBug,Northrop Grumman's AQS-24B Mine Hunting System Sets New Standard for Synthetic Aperture Sonar
6.868405,-7.4492216,TheStreet.com,"Apple’s Rate of Innovation Is Slowing, Says one Expert"
44.68921,20.262796,WDAM-TV,"Global Media & Entertainment Industry: Forecast, Growth Opportunities, Trends & Challenges - Reportlinker Review"
-7.182767,-10.331845,STV.tv,"Corrie live exclusive: Kevin, Tim, Sally plot injects ‘humour’"
12.546335,-17.899559,Cotswold Journal,Hereford go top of the league after John Mills scores all four goals in 4-1 win
32.662365,-15.514608,Wall Street Select,"Commit To Purchase MYR Group At $22.50, Earn 7.3% Annualized Using Options"
41.533722,-10.0346775,Wall Street Business Network,"Global Syngas & Derivatives Industry 2015 - Latest Market Research, Trends, Growth, Analysis and Outlook Report"
-7.227841,8.943428,Tajikistan News.net,2 men arrested over Bangkok bombing didnt plant device
13.32406,-15.593737,Military.com,Tunnel Bomb Explodes in Syria
-2.8597708,-19.626518,Impartial Reporter,6 Fermanagh born doctor tells all in memoir of remarkable life story...
-6.1167765,15.340377,Newstalk 1290 CJBK,"Gunmen abduct 2 Canadians, a Norwegian, and a Filipino from Philippine island"
-14.192364,-34.910194,Devon 24,Rowden nets as Raiders Under-13s defeat Brixington Blues
36.17353,0.64269024,Market Pulse Navigator,Short Interest Expands By 11% For ANSS
5.218513,8.793916,The Nation - Thailand,New reform council 'should include 100 former NRC members'
-2.2258844,-5.0145392,Metal Underground,Symphony X Announces Headlining U.K. Tour Dates
9.958225,-21.12177,Bloomberg,Beach clean inspires local business
34.020138,-2.160235,Africa News Hub,"Microsoft, US clash in court on overseas email warrant"
17.665804,-23.957926,Skrin,Bank of Russia registers amendments to decision on common stock issue of State Mashine-Building Design Bureau Raduga named after A.YA.Bereznyak
11.853947,1.059465,Bayou Buzz,"2010 keystone Hornet 31RLDS Travel Trailer For Sale in Southwest Louisiana - $16,500.00"
-18.091095,-6.9233174,Big News Network,"Benedict Cumberbatch, Kristen Bell, George Clooney and More Read Mean Tweets Live"
-44.57911,11.54581,Port Augusta Transcontinental,"Travel deals: 20 per cent off Park Trek's Kakadu, Nitmiluk and Litchfield trip"
19.390244,-18.310606,Yahoo! Xtra Business,4 growth stocks to watch on biotech struggles CNBC
6.178026,-1.5714543,DailyMe.Com,Do patients with age-related macular degeneration have trouble with touch screens? -- ScienceDaily
8.192917,-35.396656,NewsNG.com,"Boko Haram leaders tired of fighting, says Centre"
-22.452238,13.768167,Hillingdon Times,Roadworks cause delays on A2 at New Cross
15.696731,33.703552,HT Syndication,UP wins North Zone athletic championship
-17.531061,-25.992207,FootballRoar.com,Liverpool legend Barnes Redknapp wrong We can make top four
24.639143,-7.689269,NEWS.com.au,Kiwi dollar falls ahead of RBNZ review
-5.134228,-16.828337,Hindustan Times,9/23/2015: VARIETY: HOW ARE THESE OILS USED?
10.877782,16.37331,WAFF,Former owner of Florence jewelry shop indicted for theft
-1.0830494,3.2826989,Latest Nigerian News.com,Arsene Wenger Refuses to Reveal If He Will Shake Jose Mourinho's Hand in Upcoming Fixture
-3.9344265,-31.127888,NewsOnFeeds.com,Rugby World Cup: All Blacks laugh off Matt Dawson’s ‘Hakarena’ video
-27.840788,7.678488,Melbourne Age,Logan family escapes Queensland house fire
-13.67279,8.679254,The Statesman,Heavy rains likely in Odisha
14.376774,20.093773,Europe Online Magazine,Leftist demo disrupts German cities after rightist
17.739258,-26.356255,Lebanon Daily Star,Gas cylinder blast kills 49 in central India: police
-14.58545,-20.322952,Chicago News.Net,Abreu aiming to increase his leadership role
24.393076,-6.0311074,Recorder and Times,Earth smashes warm records for 4th month in a row
-28.322773,6.236363,Monterey Herald,Photos: Former San Francisco 49ers quarterback Alex Smith selling Monte Sereno mansion
10.357744,7.0549407,ACQ Magazine,"French justice ministry hired 40,000 undeclared workers, report finds"
10.456886,-35.18418,NigerianHerald.com,Chika Ike On Sex; Speaks On Her Decision To Be Celibate
9.193542,8.110748,Maryland Daily Record,Lou Davis | MPT
32.64629,1.3336021,Reuters,REG-Travis Perkins PLC : Director/PDMR Shareholding
-2.3479135,39.61016,NigerianHerald.com,"Elon Musk opens exclusive school for just 20 kids, including his own"
1.8823763,-2.2835457,Rochester Post Bulletin,"Girls soccer | La Crescent 1, P-E-M 0"
20.21987,-35.61336,Mail.com,Pope Francis Asks Chicago Girl to Sing
-6.603923,8.054747,The Hindu,Scan centre sealed
9.425619,32.99152,Daily Telegraph Australia,Liberal spill 'changes nothing': Shorten
10.862405,7.1813426,Jordan News Agency,• Royal decree adds two items to Parliament's extraordinary session
33.271324,-14.693254,BioSpace,October 30th Options Now Available For SouFun Holdings (SFUN)
-13.942092,-20.374392,Crawley News,Crawley Town boss reveals forward could return to action this month
42.740124,-11.721798,Town Hall,Global Automotive Clutch Disk and Clutch Industry 2015 Market Size Share Growth Forecast Research and Development
3.2757497,5.778056,Asian Metal,LC Ferro-manganese by country Imp Jun 2015 Japan
3.1661067,-8.578412,Springer Link Journal,Dynamics of Young Star Clusters and Associations
-7.673496,-6.2294626,Aurora Advocate,Reservations now being accepted for Zoar lantern tours
-17.127388,2.2060556,Irish Examiner,WATCH: Cork dad shows what it's really like to be a parent in cute video
-1.8259947,-10.70326,Yahoo! India,'Cautious' Drew Barrymore follows …
8.534178,-19.985191,Hubii,"1Password for iOS Adds Multitasking and Spotlight Search SupportiOS: With iOS 9 , all kinds of apps are getting updates, but one of the most useful so far comes from 1Password. Now, alongside multitasking on the iPad, you can now search for 1Password logi"
15.452541,11.282939,Law360 - Real Estate,"HIG Picks Up €110M Portuguese RE Property, Loan Portfolio"
-13.105268,11.118853,Columbian.com,Tropical Storm Ida moving slowly in Atlantic
-37.756866,-17.130297,Huh Magazine,Music Video: Deerhunter - Breaker
-34.088345,21.691206,KOCO 5,Police investigate homicide in northwest Oklahoma City
11.928718,23.542141,France24,"France considers air strikes against IS group in Syria, rules out ground troops"
-14.353088,-29.051954,African Football.com,"Adebayor no show for Togo, Agassa injured"
19.738611,21.984442,Kildare Nationalist,Brothers to face off against each other in General Election in Louth
19.741047,0.030753763,4 Traders,"HERO MOTOCORP : Plans manufacturing units in mexico, argentina"
-28.256594,9.417345,Austinnews.net,Ex-funeral home owner gets 2 years for cremations not done
6.852869,-14.620822,NEWS.com.au,Amy Schumer Can't Keep Her Hands Off Ryan Seacrest or HERSELF! 2015 Emmys
-17.489363,-21.545982,Argus Leader,Cardinals volleyball fall to Arlington 8 hours ago
-18.352974,-6.0222716,Massillon Independent,Herb-Crusted Pork Medallions are a perfect dinner option
19.390244,-18.310606,Yahoo! Xtra Business,Public's love for ad blockers infuriating publishers CNBC 15 mins ago
-38.91213,-17.511608,Uncova,Jared Fogle Video Resurfaces -- Child Predators Never Learn
-35.818005,2.4539394,Richmond Times Dispatch,"Obituaries - Sept. 30, 2015"
-16.88699,11.67031,Yorkshire Evening Post,Delays on M62 after multi-vehicle accident
-28.800266,-15.007289,CBS Los Angeles,Immigration Activists Protest Sen. Dianne Feinstein’s Proposed Crackdown On ‘Sanctuary Cities’
21.600716,-34.26662,ABC News,Pope Francis Leaves Cuba and Is Headed to the US
20.257845,-35.852562,ITV.com,Pope Francis leads prayers at Ground Zero
42.313072,7.2501516,MDLinx,Sherlock 3CG Tip Confirmation System for placement of peripherally inserted central catheters: a NICE medical technology guidance
21.096704,4.9107947,DownstreamToday.com,Chile State Oil Firm Enap's Aconcagua Refinery Operating Normally
-6.358938,-8.390088,TwinCities.com,Dark & Stormy Production's 'Extremities' extended
6.5895696,5.90765,Hubii,"Column: Wait, Goodell got it wrong again? Roger that!The day is coming when NFL owners won’t have enough faith in Roger Goodell’s judgment to let him order lunch. At his current pace, that won’t take long. Counting Thursday’s ruling in the so-called “Defl"
25.730993,35.848038,Canadian Medical Association Journal,"Health care in ""arrested development"": Naylor [News]"
-12.10513,-8.923925,The List,"Battlers Green Farm Shop, Radlett"
-33.2188,-34.825424,App.ViralNewsChart.com,Laidback Luke Announces New Album 'Focus:' Exclusive
6.8268304,32.82562,Sharenet,"Britain offering 4,000 spaces for Syrian refugees - UNHCR"
32.64898,15.448553,Medagadget.com,Cardiac Defibrillators Industry Europe Market Research Report 2015
-41.293137,-18.045284,NewsR.in,Nadal vows to fight on despite shocker
-28.145905,-13.607661,Pittsburgh Business Times,Five things to know today as UPMC works to stem fungal outbreak
17.666283,-23.958847,Skrin,"Passenger port of Saint Petersburg reports September 14-20, 2015 results"
33.660286,-3.5259647,Mideaster News,Qatar's QIA to diversify as $6bn losses emerge
12.762321,14.027862,Law360 - Texas,"Dune Energy Defends Its Chapter 11 Plan, Settlement"
-23.194843,-22.235394,Tennessean,Tucker (Ga.) at Blackman
3.9981923,20.038141,Belleville News Democrat,Riverton-area livestock under quarantine due to illness
-3.7239404,-14.461177,Radio Ink,The Voice Of Merrimack Has died
14.165824,2.0537493,Social Dashboard,Leaked D-Link code-signing key could make malware look legit
22.432653,24.533813,Yahoo! Canada,U.S. judge rules Republican lawsuit over Obamacare can move forward
37.46928,-25.184338,Individual.com,Southern Copper (SCCO) Showing Bearish Technicals With Support At $25.64
25.96318,9.1459875,Fat Pitch Financials,Kearny Financial Corp. Announces Cash Dividend
0.9908968,-15.754909,Topix,Pope Francis to travel in US on 'Shepherd One'
12.720082,-12.52184,ReliefWeb,Myanmar: Kachin State - Myanmar (as of 6 July 2015)
-29.623438,25.212603,US.NewsHub.org,Elderly woman found unconscious in 24 Hour Fitness pool in Sunrise
-31.370565,-3.6888564,MyInforms,20 killed in Syria car bomb explosion
23.948856,5.9397945,Maryland Bay Net,Two arrested for trespassing
4.411357,-2.8258688,Yucaipa News Mirror,Could Your Angry Gut be Caused by Irritable Bowel Syndrome?
24.492113,8.115575,Stock Nod,Bit9 + Carbon Black Appoints Joe Tibbetts to Board of Directors
7.321177,-23.908289,MyInforms,How Clinton's email controversy is impacting 2016 campaign
-16.145233,33.75286,ProKerala.com,Acid attack victims: SC notice to for four states for ignoring orders
-32.59314,7.972387,Adelaide Now,Shorten pressures PM on Dutton quip
13.055227,-22.01298,Gas Matters Today,Eni discovery challenges regional pipeline export plans to Egypt
-18.823706,-15.305181,Roanoke Times,Virginia Tech unveils unis for Ohio State; plus episode 29 of the Hokies Press Pass podcast
7.428506,0.58476377,Congleton Guardian,"UK Athletics ""not concerned"" by Mo Farah's involvement in Oregon Project"
-2.8993502,-29.587362,Moscow Villager,Morning Jolt: Yogi Berra dies at 90
-9.785407,10.417049,San Jose Mercury News,Watch: Stevie Wonder serenades James Corden's wife
-17.75157,22.513407,OurWindsor.ca,Body found at Denny's Bus Lines depot
-10.486022,7.9779963,Northwest Tasmania Advocate,Abuse of parking permits
10.644582,33.874878,Armenpress,Defense Ministry of Nagorno Karabakh Republic: Azerbaijan had 22 casualties and from 60-80 injured during several days Defense Minister of the Republic of Artsakh Levon Mnatsakanyan announced that the casualties of the Azerbaijani side exceeded the announ
-7.757248,-4.8356113,Darlington & Stockton Times,Trivial Pursuits at City Theatre
4.9749646,-8.276874,Mail Online UK,Tony Bellew teases latest trailer for...
6.3480268,-0.33817345,Star Motoring,New Monster 1200 R unveiled
-27.318687,-12.84521,MyInforms,Freida Pinto’s Date-Night Beauty Shortcut: Slick Hair and Bordeaux Lipstick
17.262098,-23.25083,FirstWord Pharma,XenoPort Announces Positive Phase 2 Study Results for XP23829 as a Potential Treatment for Patients with Psoriasis
-39.381413,-18.911959,NewsR.in,"‘Chandigarh, Punjab fastest growing markets for Flipkart’"
14.573597,-6.3482995,Converter News,Gregory Pace to Speak about Global Inks and Coatings and Regulatory Standards Required for Packaging
-29.408945,19.962658,Hindustan Times,9/15/2015: Sportlight: DNA TEST TO IDENTIFY VICTIMS
2.3399258,-6.719235,Latest Nigerian News.com,Google's GotTwoNew Chromecasts That Have You Covered From Music to Video
41.927567,-12.749372,A.M. Best,"New Market Study, ""IT Market in Thailand 2015-2019"", Has Been Published"
18.940168,13.478718,Yahoo! Celebrity,Photos: Burt Reynolds' Home of 35 Years (31 photos)
9.107703,-7.0312395,App.ViralNewsChart.com,G-Dragon to meet Sarang on Return of Superman
-10.432613,-10.817566,AntiMusic,Apocalyptica Announce UK Fall Tour
6.533946,-26.638449,Community Press Canada,"NCAA Sanctions Are Nothing New For Larry Brown,..."
-2.6913846,40.67511,GoLocalProv,News | 6:20 A.M. School Bus Pick Up Time Blasted by Providence Parent
-18.905329,19.498209,KYTX CBS 19,Update: Overnight shooting in Cherokee County leaves one person dead
-15.109774,-26.67113,Atlanta Braves,Statcast analyzes the best five-tool players of 2015
-22.59852,27.27237,Luton & Dunstable Express,Three Luton men appear at Cambridge Crown Court charged with...
1.8223851,-8.499397,Political Studies,A Pragmatist Defence of the Ban on Torture: From Moral Absolutes to Constitutive Rules of Reasoning
-27.606909,12.819446,Central Illinois News Center,15-year-old who appeared to have shot self in head dies
33.435394,-1.7672681,Yahoo! Canada,Glencore shares slump 10 percent to new record low
-5.147356,22.682241,World Radio Switzerland,Investigation into Geneva hospital legal fees
0.017726846,36.194397,Good Day Sacramento,"Sacramento California Medical-Esthetics News: Utah's G3 Elects ""Cameo College"" Beauty-Institute ""Best Cosmetology Program"" (July 2015) and ""Most Affordable Beauty School"" for Locals"
-13.781195,-20.10816,Bayou Buzz,"If New Orleans Saints quarterback Drew Brees is out, what does that mean for your fantasy team? Featured"
12.441601,-16.179861,Tulsa World,"Woman gets 27 years for manslaughter, DUI in OU student's traffic death"
3.0714839,-0.38575304,Ben Global,City of Sydney appoints its first chief resilience officer
5.582419,9.100882,The Hindu,Seminar on tribal communities
26.505558,4.0791383,TrustNet,Annual Financial Report
-5.2036514,24.27572,Centre Daily Times,Number of US children in foster care up sharply
-19.64245,-6.6469846,Galveston County Daily News,Traffic on water slows but not the bite
10.435862,-10.229761,Sedo.com,"ern.com 30,000 USD"
-9.31769,-10.618913,MyInforms,"Trainspotting: Danny Boyle confirms sequel with Ewan McGregor, Robert Carlyle"
-37.657196,1.3854718,Wilts and Gloucestershire Standard,Ronald James WILLIAMS
16.59737,-1.8288609,Afropages.fr,Kenya: Safaricom Opens Up M-Pesa Platform to Developers
10.736521,34.650043,Before Its News,Elections: debate Tsipras vs Meimarakis – Much Ado about Nothing
17.489374,-24.867857,Oklahoma Journal Record,Accusations fly: Environmental Compliance Group alleges unauthorized financial disclosures in lawsuit against co-owner
11.373877,-27.349758,Comic Book Resources,"Discussion: Spider-Man's Five Most Ridiculous Temporary Costumes Sep 19, 11:58am"
23.724497,-8.267895,Naija Lately,Oil falls as mixed US jobs data clouds Fed rate hike
-12.478843,-6.2228007,Gulf Daily News,A Greek touch to Azure Lounge gig
-5.783706,3.1527438,Manila News.Net,What We Can Achieve When Women Raise Their Voices
21.029747,27.498217,NewsR.in,Putin to hold talks with Obama in New York
7.1566257,3.1454163,NewsR.in,Mumbai student bags gold medal at Int'l Earth Science Olympiad
21.23712,24.492104,Muscatine Journal,Muscatine Kiwanis Club
-33.556355,-34.42839,App.ViralNewsChart.com,Quite Possibly 14 Of The Worst Tattoos On The Internet
1.01506,-1.9436277,Malaysia MSN,VP Binay: Isyu ng katotohanan ang disqualification case vs Sen. Poe GMA News Online 0:51
-6.7699285,23.737953,Upstatetoday.com,Eric Sprott: See you in the news pages
8.115513,2.035889,Lincoln Journal Star,Doritos makes rainbow chips in support of It Gets Better
-36.20639,-17.184566,Louisiana Sportsman,M-16 Belt Pack Manual Inflatable Life Jacket
-15.110164,-26.671028,Atlanta Braves,TEX@SD: Elvis Andrus scores on a straight steal of home
-14.656376,14.035295,Leelanau Enterprise,Five events of change in Leelanau County
-43.866474,13.055139,Lithgow Mercury,Royal commission accused arrested for bail breach
-14.43725,28.944574,WITN,Wilmington murder suspect taunts victim's family in court
4.097949,2.7135322,Adelaide Now,Can it be world’s newest nation?
-29.322609,-3.7352195,India Infoline,Rs.194 cr released to 96 cities under Smart City Mission for preparation of city plans
-44.74861,11.601627,Barossa & Light Herald,"Travel deals: Get one night free stay Ohana Waikiki Malia hotel and resort, Hawaii with TravelOnline"
-1.5818683,17.929039,News 1130,NewsAlert: Putin: Russia will be helping Syrian President Bashar Assad’s offensive with airstrikes.
12.814142,-6.383002,TopNews.co.zw,Investor tracking system set up
28.129093,19.85115,The US Daily,Farm Fresh & Fast - Taco Bar
25.07813,9.551804,NigerianHerald.com,5 Questions About Bank of America's Shareholder Vote
-44.30283,12.731852,South West Advertiser,Man shot in leg outside St Clair home
19.712622,12.290255,Wall Street Business Network,"In Rocky Market, 4 Consumer Staples Names See Inflows"
15.43943,12.884677,DangoteNews.com,Lawyer arrested by ICPC for allegedly defrauding FG of N928m
19.630665,-34.999634,DailyMe.Com,The congressman and the possibly Holy Grail | Politics
3.691493,-16.937464,Columbia Missourian,Attorney for jailed Kentucky clerk says same-sex marriage licenses issued Friday are void
-14.330957,-23.845692,China.org.cn,"Uganda Cranes miss out on Malawi, Benin international friendlies"
33.28698,-16.851831,WKBW News 7,SMU's Brown suspended by NCAA
-37.532547,1.5366497,Ledbury Reporter,Elizabeth Ann Hodges
10.865094,-35.834877,News Headlines.com.ng,Rain Spoils AAG Closing Ceremony
-13.490564,-19.47152,Beaufort Gazette,Emanuel set to start at outside linebacker for Chargers
-16.426218,-15.842463,MyInforms,Sublevel Zero Swoops Onto PC In October & Heading to Console in 2016
18.663849,12.701151,Waterbury Republican American,Moe's legacy continues with 5-K on Sunday|Torrington boy died in 2010
27.771585,-12.742681,WorldNetDaily,Stocks close mixed as biotech rally fizzles
8.999349,-31.922934,App.ViralNewsChart.com,5 More Maker Projects That Freaked People Out
9.166694,-0.8803456,Travel Mole,"TMCs and Corporates to witness 247 TravelDesk at IT&CMA 2015, Bangkok"
-5.0371017,-24.114794,MyInforms,Price makes Habs best hope to end Canada’s Stanley Cup drought
-18.452784,-15.328739,WAFB,LSU football travels to Mississippi State for SEC opener
-15.720542,-20.334274,Kenilworth Weekly News,Quartermaine title clash is the highlight of Cleary’s show
-17.026958,31.950392,Schenectady Daily Gazette,18 months for Halfmoon man who set pit bull on fire
3.9409711,16.85599,London Free Press,Drone captures photos of endangered baby orca swimming alongside mother
16.843056,-7.8678355,Insurance Insider,Cedants creating two-tier reinsurance market: S&P
-6.655762,6.37626,Brownsville Herald,Start a conversation with your teen about their health [Infographic]
17.236605,-8.134848,Fitch Ratings,"Fitch Affirms Boerne, Texas' GOs at 'AA-'; Outlook Revised to Positive"
21.083298,27.515116,KPNews.com,Radio Free Europe/Radio Liberty: Putin open to meeting with Obama at UN this month
-25.057226,23.459549,NBC New York,Drunk Indian Man Dies After Workers Build Road Over Him
-23.230804,14.795588,Worcester News,Suspicious vehicle spotted
-29.356487,-3.9494057,KPIC 4 - Roseburg,Winston Police Chief takes over as interim city manager (Photo Gallery) (Video)
25.627861,36.809677,Kingston Securities,SINOMEDIA (00623) repurchases 832K shares
-27.667725,-6.2132087,NEWS.com.au,Jesse Makarounas seals win in style
15.169325,19.842714,New York Times,"Auburn 31, Louisville 24: Powerful Auburn Overcomes Its Quarterback’s Misadventures"
-27.398712,20.143309,News24,BREAKING: Shooting at Cape Town airport service station 114
11.23238,5.552016,New Delhi News.Net,How Much Energy Does Your iPhone  Really Use
-28.356869,23.347416,WMTW,York County chase ends with arrest
-17.727684,30.373877,Frankfort Times,Man charged with child molesting
15.356719,-8.337402,EuroInvestor,Date of Transaction 2 September 2015 - GLASSER ERROL
